match_id,player_id,result,session_length_min,reaction_time_ms,damage_per_hit,account_age_days,rank_mmr
MP0048_6,P0048,loss,10,255,20,877,1444
MP0048_7,P0048,loss,45,142,19,877,1615
MP0048_8,P0048,win,18,258,33,877,1292
MP0048_9,P0048,loss,32,212,36,877,1907
MP0048_10,P0048,win,16,182,40,877,960
MP0048_11,P0048,loss,30,204,16,877,1000
MP0049_0,P0049,win,33,286,39,477,1468
MP0049_1,P0049,loss,36,182,30,477,1267
MP0049_2,P0049,loss,32,224,28,477,1180
MP0049_3,P0049,loss,32,266,17,477,2066
MP0049_4,P0049,loss,12,216,17,477,1348
MP0049_5,P0049,win,17,198,38,477,1597
MP0049_6,P0049,win,13,219,15,477,1431
MP0049_7,P0049,win,25,235,18,477,1071
MP0049_8,P0049,win,36,190,32,477,1936
MP0049_9,P0049,win,9,244,17,477,1524
MP0049_10,P0049,win,28,249,27,477,825
MP0049_11,P0049,win,13,216,38,477,1945
MP0050_0,P0050,loss,18,274,19,278,1350
MP0050_1,P0050,win,17,291,17,278,1142
MP0050_2,P0050,win,27,308,30,278,957
MP0050_3,P0050,win,23,299,38,278,2080
MP0050_4,P0050,loss,20,316,29,278,1019
MP0050_5,P0050,win,33,270,25,278,2070
MP0050_6,P0050,loss,29,301,29,278,1485
MP0050_7,P0050,loss,16,308,24,278,1456
MP0050_8,P0050,loss,20,330,30,278,1443
MP0050_9,P0050,loss,28,275,24,278,2096
MP0050_10,P0050,loss,23,315,25,278,1570
MP0050_11,P0050,loss,33,288,26,278,1033
MP0051_0,P0051,loss,19,246,36,607,1926
MP0051_1,P0051,loss,37,174,37,607,1229
MP0051_2,P0051,loss,12,227,40,607,1637
MP0051_3,P0051,win,27,257,22,607,1317
MP0051_4,P0051,win,35,255,40,607,1572
MP0051_5,P0051,win,38,180,33,607,1620
MP0051_6,P0051,loss,34,239,32,607,875
MP0051_7,P0051,loss,42,272,34,607,2106
MP0051_8,P0051,win,23,288,36,607,2161
MP0051_9,P0051,win,10,216,33,607,2121
MP0051_10,P0051,loss,29,257,40,607,1681
MP0051_11,P0051,win,24,184,22,607,1845
MP0052_0,P0052,loss,44,323,22,794,1712
MP0052_1,P0052,win,45,299,37,794,1824
MP0052_2,P0052,win,9,271,30,794,1014
MP0052_3,P0052,win,13,289,18,794,1090
MP0052_4,P0052,win,37,296,40,794,1223
MP0052_5,P0052,win,38,318,18,794,1697
MP0052_6,P0052,loss,28,344,17,794,1414
MP0052_7,P0052,loss,15,257,15,794,1502
MP0052_8,P0052,win,18,334,38,794,1299
MP0052_9,P0052,win,18,318,25,794,1946
MP0052_10,P0052,loss,22,306,40,794,1629
MP0052_11,P0052,win,35,332,27,794,859
MP0053_0,P0053,loss,32,227,15,785,1239
MP0053_1,P0053,win,12,196,33,785,1008
MP0053_2,P0053,loss,19,272,26,785,1467
MP0053_3,P0053,win,24,195,36,785,1802
MP0053_4,P0053,loss,28,237,34,785,1595
MP0053_5,P0053,win,15,248,26,785,1520
MP0053_6,P0053,win,19,278,36,785,1409
MP0053_7,P0053,loss,13,287,36,785,1074
MP0053_8,P0053,win,27,210,18,785,1174
MP0053_9,P0053,loss,40,217,27,785,1656
MP0053_10,P0053,win,32,246,28,785,1180
MP0053_11,P0053,loss,19,232,32,785,1141
MP0054_0,P0054,win,36,210,34,531,909
MP0054_1,P0054,win,8,303,30,531,1079
MP0054_2,P0054,loss,43,217,31,531,2137
MP0054_3,P0054,win,39,256,28,531,1709
MP0054_4,P0054,win,44,255,15,531,1251
MP0054_5,P0054,win,22,230,32,531,1391
MP0054_6,P0054,loss,44,214,38,531,1814
MP0054_7,P0054,loss,44,263,18,531,1348
MP0054_8,P0054,loss,31,292,32,531,885
MP0054_9,P0054,loss,42,290,21,531,1670
MP0054_10,P0054,loss,23,206,24,531,866
MP0054_11,P0054,win,13,250,29,531,1040
MP0055_0,P0055,loss,45,206,37,824,1518
MP0055_1,P0055,loss,35,290,20,824,2061
MP0055_2,P0055,loss,21,197,40,824,921
MP0055_3,P0055,win,25,252,34,824,1903
MP0055_4,P0055,win,26,201,24,824,1972
MP0055_5,P0055,loss,40,214,36,824,995
MP0055_6,P0055,loss,34,197,16,824,1367
MP0055_7,P0055,loss,16,290,22,824,1099
MP0055_8,P0055,win,23,271,39,824,2184
MP0055_9,P0055,win,44,230,35,824,1350
MP0055_10,P0055,win,36,260,17,824,2097
MP0055_11,P0055,loss,13,281,27,824,1855
MP0056_0,P0056,loss,31,279,29,797,1799
MP0056_1,P0056,loss,13,232,38,797,1738
MP0056_2,P0056,loss,30,272,17,797,1894
MP0056_3,P0056,win,35,241,21,797,1813
MP0056_4,P0056,win,26,225,25,797,1920
MP0056_5,P0056,win,39,264,40,797,1503
MP0056_6,P0056,loss,11,305,16,797,1003
MP0056_7,P0056,loss,37,271,15,797,1054
MP0056_8,P0056,loss,36,309,29,797,801
MP0056_9,P0056,win,16,245,35,797,1418
MP0056_10,P0056,loss,25,211,17,797,2140
MP0056_11,P0056,win,31,237,36,797,2128
MP0057_0,P0057,loss,22,183,28,199,2142
MP0057_1,P0057,loss,8,144,21,199,1776
MP0057_2,P0057,win,22,142,31,199,2192
MP0057_3,P0057,win,29,189,18,199,1664
MP0057_4,P0057,win,12,221,22,199,1584
MP0057_5,P0057,loss,14,144,18,199,1441
MP0057_6,P0057,loss,16,180,27,199,1072
MP0057_7,P0057,loss,17,215,17,199,1886
MP0057_8,P0057,win,18,205,29,199,1519
MP0057_9,P0057,win,17,225,28,199,2061
MP0057_10,P0057,win,21,220,17,199,1005
MP0057_11,P0057,loss,45,150,38,199,1586
MP0058_0,P0058,loss,23,269,23,389,2120
MP0058_1,P0058,win,26,239,39,389,854
MP0058_2,P0058,loss,27,337,21,389,1860
MP0058_3,P0058,loss,33,306,24,389,2123
MP0058_4,P0058,loss,23,235,30,389,1590
MP0058_5,P0058,win,12,243,31,389,824
MP0058_6,P0058,loss,16,275,27,389,1964
MP0058_7,P0058,win,19,282,39,389,1764
MP0058_8,P0058,win,45,327,17,389,828
MP0058_9,P0058,win,11,262,40,389,1615
MP0058_10,P0058,win,40,293,39,389,1650
MP0058_11,P0058,loss,13,283,35,389,1898
MP0059_0,P0059,win,13,194,31,580,1216
MP0059_1,P0059,win,28,262,27,580,2001
MP0059_2,P0059,loss,12,240,24,580,1695
MP0059_3,P0059,loss,23,252,16,580,1300
MP0059_4,P0059,loss,15,170,29,580,2053
MP0059_5,P0059,win,19,236,18,580,825
MP0059_6,P0059,win,8,249,20,580,1816
MP0059_7,P0059,loss,24,203,20,580,1561
MP0059_8,P0059,loss,25,175,38,580,1041
MP0059_9,P0059,loss,29,257,40,580,1679
MP0059_10,P0059,loss,24,193,37,580,1980
MP0059_11,P0059,win,37,239,31,580,1537
MP0060_0,P0060,loss,31,356,20,86,1322
MP0060_1,P0060,win,44,345,36,86,1036
MP0060_2,P0060,loss,8,276,16,86,825
MP0060_3,P0060,win,31,278,27,86,1107
MP0060_4,P0060,loss,10,269,32,86,2142
MP0060_5,P0060,win,23,300,28,86,1455
MP0060_6,P0060,loss,44,281,26,86,1044
MP0060_7,P0060,loss,11,311,20,86,1257
MP0060_8,P0060,loss,10,349,27,86,941
MP0060_9,P0060,win,26,359,39,86,1436
MP0060_10,P0060,win,37,288,15,86,1555
MP0060_11,P0060,win,27,272,38,86,2075
MP0061_0,P0061,loss,39,285,39,278,1200
MP0061_1,P0061,loss,23,331,19,278,813
MP0061_2,P0061,win,22,357,32,278,1509
MP0061_3,P0061,loss,8,319,25,278,802
MP0061_4,P0061,loss,27,335,18,278,1220
MP0061_5,P0061,loss,34,305,30,278,922
MP0061_6,P0061,loss,13,256,16,278,1274
MP0061_7,P0061,loss,34,352,37,278,1562
MP0061_8,P0061,loss,13,296,33,278,995
MP0061_9,P0061,win,33,302,17,278,2012
MP0061_10,P0061,win,16,310,22,278,1397
MP0061_11,P0061,loss,33,271,37,278,1468
MP0062_0,P0062,win,20,269,19,355,1997
MP0062_1,P0062,win,18,248,29,355,1754
MP0062_2,P0062,win,42,275,26,355,1225
MP0062_3,P0062,win,24,292,18,355,985
MP0062_4,P0062,loss,27,255,37,355,2035
MP0062_5,P0062,win,28,240,19,355,986
MP0062_6,P0062,win,30,326,27,355,1851
MP0062_7,P0062,loss,24,241,20,355,863
MP0062_8,P0062,loss,43,286,38,355,1926
MP0062_9,P0062,win,14,266,40,355,1086
MP0062_10,P0062,win,22,250,19,355,1205
MP0062_11,P0062,win,13,340,33,355,2000
MP0063_0,P0063,loss,20,141,35,295,1708
MP0063_1,P0063,win,29,242,18,295,887
MP0063_2,P0063,win,18,259,33,295,1687
MP0063_3,P0063,loss,39,244,15,295,1583
MP0063_4,P0063,win,30,226,21,295,1183
MP0063_5,P0063,win,17,174,16,295,2057
MP0063_6,P0063,loss,26,218,30,295,1643
MP0063_7,P0063,loss,11,251,17,295,1372
MP0063_8,P0063,win,20,188,35,295,1876
MP0063_9,P0063,loss,42,170,40,295,839
MP0063_10,P0063,loss,30,187,30,295,1915
MP0063_11,P0063,win,44,239,31,295,1458
MP0064_0,P0064,win,22,212,15,427,1375
MP0064_1,P0064,loss,38,196,31,427,1532
MP0064_2,P0064,loss,22,287,20,427,1005
MP0064_3,P0064,loss,25,220,32,427,914
MP0064_4,P0064,loss,22,286,33,427,1595
MP0064_5,P0064,loss,19,234,20,427,1284
MP0064_6,P0064,win,30,264,33,427,857
MP0064_7,P0064,loss,44,279,33,427,1091
MP0064_8,P0064,loss,39,261,32,427,1432
MP0064_9,P0064,win,13,211,16,427,1276
MP0064_10,P0064,win,41,266,30,427,801
MP0064_11,P0064,loss,20,231,40,427,1067
MP0065_0,P0065,loss,28,282,16,378,844
MP0065_1,P0065,loss,17,183,39,378,1027
MP0065_2,P0065,loss,31,273,17,378,1565
MP0065_3,P0065,loss,33,255,33,378,1006
MP0065_4,P0065,win,16,208,20,378,1694
MP0065_5,P0065,loss,39,266,35,378,1449
MP0065_6,P0065,loss,43,187,37,378,2056
MP0065_7,P0065,win,45,265,20,378,1574
MP0065_8,P0065,loss,26,204,19,378,1163
MP0065_9,P0065,win,44,258,27,378,1962
MP0065_10,P0065,win,28,169,40,378,2052
MP0065_11,P0065,loss,14,193,30,378,1088
MP0066_0,P0066,win,28,169,20,369,2102
MP0066_1,P0066,loss,29,252,29,369,823
MP0066_2,P0066,win,12,172,26,369,1325
MP0066_3,P0066,win,8,239,16,369,1590
MP0066_4,P0066,loss,18,195,28,369,1809
MP0066_5,P0066,win,42,251,27,369,1007
MP0066_6,P0066,win,44,245,35,369,1261
MP0066_7,P0066,win,10,159,24,369,841
MP0066_8,P0066,win,14,179,17,369,1500
MP0066_9,P0066,loss,18,160,38,369,953
MP0066_10,P0066,loss,13,209,25,369,2016
MP0066_11,P0066,loss,9,217,28,369,2138
MP0067_0,P0067,win,29,251,21,198,1189
MP0067_1,P0067,loss,42,283,23,198,2152
MP0067_2,P0067,win,14,267,16,198,1604
MP0067_3,P0067,loss,39,304,19,198,911
MP0067_4,P0067,win,13,277,24,198,2155
MP0067_5,P0067,loss,20,311,18,198,852
MP0067_6,P0067,win,26,257,17,198,1769
MP0067_7,P0067,win,33,339,30,198,1801
MP0067_8,P0067,loss,13,345,35,198,1914
MP0067_9,P0067,win,32,280,26,198,1182
MP0067_10,P0067,win,36,288,29,198,1339
MP0067_11,P0067,loss,44,259,16,198,1109
MP0068_0,P0068,loss,42,154,28,800,2007
MP0068_1,P0068,loss,32,173,31,800,1657
MP0068_2,P0068,loss,38,212,33,800,1282
MP0068_3,P0068,win,33,204,37,800,871
MP0068_4,P0068,loss,41,208,40,800,1970
MP0068_5,P0068,loss,17,230,18,800,1719
MP0068_6,P0068,loss,18,166,21,800,1194
MP0068_7,P0068,win,13,160,36,800,1691
MP0068_8,P0068,loss,17,169,34,800,1328
MP0068_9,P0068,loss,12,184,17,800,1594
MP0068_10,P0068,win,28,215,23,800,1864
MP0068_11,P0068,loss,8,202,40,800,2076
MP0069_0,P0069,win,34,353,19,631,1103
MP0069_1,P0069,loss,14,325,18,631,1952
MP0069_2,P0069,win,26,352,32,631,1504
MP0069_3,P0069,win,32,365,35,631,1794
MP0069_4,P0069,loss,10,326,20,631,1364
MP0069_5,P0069,win,33,304,16,631,1610
MP0069_6,P0069,loss,23,366,16,631,1773
MP0069_7,P0069,win,31,370,15,631,1491
MP0069_8,P0069,loss,27,357,23,631,1806
MP0069_9,P0069,loss,14,362,22,631,1075
MP0069_10,P0069,loss,36,291,39,631,1457
MP0069_11,P0069,loss,13,287,21,631,1704
MP0070_0,P0070,win,41,318,26,246,915
MP0070_1,P0070,loss,12,289,24,246,1837
MP0070_2,P0070,win,41,275,33,246,859
MP0070_3,P0070,win,20,246,16,246,1310
MP0070_4,P0070,win,31,228,37,246,1207
MP0070_5,P0070,win,37,259,31,246,1612
MP0070_6,P0070,loss,9,305,22,246,1562
MP0070_7,P0070,loss,19,286,30,246,2001
MP0070_8,P0070,win,18,294,23,246,985
MP0070_9,P0070,win,11,260,20,246,1971
MP0070_10,P0070,loss,22,323,35,246,1261
MP0070_11,P0070,win,34,310,31,246,841
MP0071_0,P0071,loss,19,182,34,829,817
MP0071_1,P0071,win,27,150,37,829,2116
MP0071_2,P0071,win,32,157,26,829,1740
MP0071_3,P0071,win,27,154,36,829,1866
MP0071_4,P0071,loss,45,227,18,829,815
MP0071_5,P0071,loss,31,187,32,829,2125
MP0071_6,P0071,loss,27,198,36,829,1021
MP0071_7,P0071,win,25,183,35,829,1465
MP0071_8,P0071,win,27,232,21,829,1107
MP0071_9,P0071,loss,11,188,40,829,2028
MP0071_10,P0071,loss,16,173,38,829,852
MP0071_11,P0071,win,26,205,23,829,1657
MP0072_0,P0072,win,44,313,21,444,1502
MP0072_1,P0072,loss,42,311,35,444,1774
MP0072_2,P0072,loss,30,335,31,444,1414
MP0072_3,P0072,win,43,327,20,444,1401
MP0072_4,P0072,win,24,231,38,444,1944
MP0072_5,P0072,loss,29,316,35,444,982
MP0072_6,P0072,win,27,247,28,444,1478
MP0072_7,P0072,win,26,266,29,444,1041
MP0072_8,P0072,win,45,279,33,444,2071
MP0072_9,P0072,win,20,228,31,444,1045
MP0072_10,P0072,loss,41,330,24,444,1646
MP0072_11,P0072,loss,17,225,19,444,1210
MP0073_0,P0073,loss,37,296,19,380,1447
MP0073_1,P0073,loss,13,334,30,380,1481
MP0073_2,P0073,loss,28,304,35,380,918
MP0073_3,P0073,win,21,224,39,380,1145
MP0073_4,P0073,loss,39,297,40,380,980
MP0073_5,P0073,loss,35,240,27,380,1678
MP0073_6,P0073,win,10,285,32,380,1208
MP0073_7,P0073,win,8,317,25,380,1887
MP0073_8,P0073,win,8,248,35,380,1309
MP0073_9,P0073,loss,30,252,24,380,1064
MP0073_10,P0073,win,45,237,24,380,1142
MP0073_11,P0073,loss,27,232,24,380,1733
MP0074_0,P0074,loss,35,329,36,775,1074
MP0074_1,P0074,loss,39,296,26,775,1185
MP0074_2,P0074,loss,33,274,15,775,1267
MP0074_3,P0074,loss,16,281,21,775,844
MP0074_4,P0074,loss,15,328,26,775,2132
MP0074_5,P0074,win,24,354,39,775,1895
MP0074_6,P0074,win,11,332,36,775,1021
MP0074_7,P0074,loss,11,336,37,775,1037
MP0074_8,P0074,win,15,306,32,775,1317
MP0074_9,P0074,loss,21,313,37,775,2090
MP0074_10,P0074,win,14,254,36,775,1865
MP0074_11,P0074,loss,16,287,28,775,1014
MP0075_0,P0075,win,14,186,30,553,1206
MP0075_1,P0075,win,24,227,31,553,1213
MP0075_2,P0075,loss,26,195,20,553,880
MP0075_3,P0075,win,21,220,37,553,1784
MP0075_4,P0075,win,8,192,36,553,982
MP0075_5,P0075,win,44,266,36,553,1811
MP0075_6,P0075,loss,40,169,17,553,1007
MP0075_7,P0075,win,22,265,29,553,1406
MP0075_8,P0075,win,14,183,20,553,880
MP0075_9,P0075,win,28,259,28,553,1037
MP0075_10,P0075,loss,10,162,15,553,1083
MP0075_11,P0075,loss,29,234,26,553,1696
MP0076_0,P0076,loss,31,300,25,666,1174
MP0076_1,P0076,win,37,202,23,666,1589
MP0076_2,P0076,loss,34,276,35,666,1141
MP0076_3,P0076,win,11,202,20,666,1012
MP0076_4,P0076,loss,38,241,40,666,1965
MP0076_5,P0076,win,32,274,39,666,1534
MP0076_6,P0076,win,16,266,30,666,1799
MP0076_7,P0076,loss,36,202,16,666,929
MP0076_8,P0076,loss,8,221,37,666,2188
MP0076_9,P0076,loss,44,255,38,666,1957
MP0076_10,P0076,loss,29,216,31,666,1871
MP0076_11,P0076,loss,14,276,28,666,2155
MP0077_0,P0077,win,32,244,19,774,1943
MP0077_1,P0077,loss,11,297,15,774,2117
MP0077_2,P0077,win,38,302,30,774,1138
MP0077_3,P0077,loss,28,192,22,774,1477
MP0077_4,P0077,win,22,218,32,774,2117
MP0077_5,P0077,win,23,231,17,774,1740
MP0077_6,P0077,loss,36,239,17,774,1820
MP0077_7,P0077,win,39,240,38,774,2138
MP0077_8,P0077,win,34,185,16,774,1941
MP0077_9,P0077,win,13,253,40,774,2037
MP0077_10,P0077,loss,40,262,32,774,1223
MP0077_11,P0077,loss,29,266,26,774,911
MP0078_0,P0078,win,43,285,39,866,2069
MP0078_1,P0078,win,31,253,37,866,1726
MP0078_2,P0078,win,22,191,15,866,1499
MP0078_3,P0078,loss,26,222,32,866,1869
MP0078_4,P0078,loss,10,224,20,866,1808
MP0078_5,P0078,loss,34,194,18,866,1320
MP0078_6,P0078,win,15,255,27,866,1241
MP0078_7,P0078,loss,20,235,37,866,1492
MP0078_8,P0078,loss,10,190,35,866,2176
MP0078_9,P0078,win,36,252,29,866,2148
MP0078_10,P0078,loss,16,252,30,866,808
MP0078_11,P0078,loss,43,244,28,866,1998
MP0079_0,P0079,loss,19,349,37,524,1984
MP0079_1,P0079,loss,16,272,18,524,1593
MP0079_2,P0079,loss,28,334,31,524,1587
MP0079_3,P0079,loss,23,303,23,524,1614
MP0079_4,P0079,loss,36,293,40,524,1073
MP0079_5,P0079,win,40,267,24,524,1921
MP0079_6,P0079,win,43,360,35,524,1245
MP0079_7,P0079,win,26,275,36,524,1507
MP0079_8,P0079,loss,19,367,31,524,1911
MP0079_9,P0079,loss,15,338,39,524,1521
MP0079_10,P0079,win,44,321,36,524,1654
MP0079_11,P0079,loss,42,336,24,524,1665
MP0080_0,P0080,win,32,189,19,857,908
MP0080_1,P0080,win,25,208,39,857,1129
MP0080_2,P0080,loss,17,159,16,857,1404
MP0080_3,P0080,loss,10,149,26,857,1726
MP0080_4,P0080,loss,43,136,22,857,2125
MP0080_5,P0080,win,40,194,40,857,1389
MP0080_6,P0080,loss,32,211,27,857,1653
MP0080_7,P0080,loss,28,223,32,857,910
MP0080_8,P0080,loss,20,124,34,857,1707
MP0080_9,P0080,win,31,229,39,857,2005
MP0080_10,P0080,loss,20,192,39,857,1196
MP0080_11,P0080,win,12,160,20,857,1155
MP9001_0,P9001,win,35,119,38,812,2369
MP9001_1,P9001,win,45,122,38,812,1805
MP9001_2,P9001,win,17,123,31,812,1957
MP9001_3,P9001,win,27,123,45,812,2386
MP9001_4,P9001,win,28,126,37,812,1988
MP9001_5,P9001,win,40,126,35,812,2225
MP9001_6,P9001,win,13,126,41,812,2026
MP9001_7,P9001,win,29,121,41,812,2100
MP9001_8,P9001,loss,41,121,45,812,2374
MP9001_9,P9001,win,30,118,44,812,2046
MP9001_10,P9001,loss,28,121,42,812,1916
MP9001_11,P9001,win,26,124,30,812,2329
MP9002_0,P9002,win,36,117,45,848,1844
MP9002_1,P9002,loss,20,113,40,848,2326
MP9002_2,P9002,loss,18,110,30,848,1867
MP9002_3,P9002,win,21,112,43,848,1906
MP9002_4,P9002,win,35,112,32,848,1957
MP9002_5,P9002,win,29,109,31,848,1889
MP9002_6,P9002,win,24,110,32,848,2388
MP9002_7,P9002,loss,34,112,42,848,2261
MP9002_8,P9002,win,9,115,42,848,1921
MP9002_9,P9002,win,12,117,31,848,1874
MP9002_10,P9002,loss,14,114,39,848,2108
MP9002_11,P9002,win,36,110,42,848,2204
MP9003_0,P9003,win,22,94,34,736,2200
MP9003_1,P9003,win,17,95,39,736,2182
MP9003_2,P9003,win,43,87,34,736,1926
MP9003_3,P9003,win,33,87,32,736,2112
MP9003_4,P9003,win,30,90,36,736,2222
MP9003_5,P9003,win,19,95,37,736,2058
MP9003_6,P9003,win,44,90,31,736,2362
MP9003_7,P9003,win,12,94,39,736,1868
MP9003_8,P9003,win,45,91,45,736,2138
MP9003_9,P9003,win,23,92,33,736,2091
MP9003_10,P9003,loss,28,88,45,736,2261
MP9003_11,P9003,win,27,92,34,736,2379
MP8001_0,P8001,loss,18,216,20,10,760
MP8001_1,P8001,win,35,207,28,10,784
MP8001_2,P8001,win,29,193,35,10,836
MP8001_3,P8001,win,27,233,35,10,882
MP8001_4,P8001,win,13,189,28,10,671
MP8001_5,P8001,win,12,244,22,10,609
MP8001_6,P8001,win,45,240,38,10,807
MP8001_7,P8001,win,10,274,37,10,733
MP8001_8,P8001,loss,42,245,35,10,934
MP8001_9,P8001,win,33,275,27,10,995
MP8001_10,P8001,win,26,251,24,10,837
MP8001_11,P8001,win,33,240,31,10,857
MP8002_0,P8002,win,40,238,24,1,828
MP8002_1,P8002,win,44,180,24,1,976
MP8002_2,P8002,win,30,253,21,1,712
MP8002_3,P8002,win,12,257,28,1,789
MP8002_4,P8002,win,21,189,36,1,784
MP8002_5,P8002,win,37,209,21,1,620
MP8002_6,P8002,win,41,243,28,1,979
MP8002_7,P8002,win,44,193,25,1,792
MP8002_8,P8002,win,45,243,22,1,864
MP8002_9,P8002,win,22,192,36,1,807
MP8002_10,P8002,loss,30,205,35,1,846
MP8002_11,P8002,win,16,237,34,1,684
MP8003_0,P8003,win,21,204,24,4,695
MP8003_1,P8003,win,15,159,27,4,812
MP8003_2,P8003,win,38,181,35,4,845
MP8003_3,P8003,win,34,165,20,4,724
MP8003_4,P8003,win,45,144,25,4,668
MP8003_5,P8003,win,44,219,24,4,628
MP8003_6,P8003,win,19,160,36,4,807
MP8003_7,P8003,loss,9,215,29,4,643
MP8003_8,P8003,win,38,166,35,4,687
MP8003_9,P8003,loss,17,167,38,4,992
MP8003_10,P8003,win,40,162,28,4,685
MP8003_11,P8003,win,37,231,38,4,635
